Date : 2021-02-08 14:55:03
Directory : /Users/meldiron/Desktop/eteam
Total : 1599 files,  374892 codes, 24393 comments, 31280 blanks, all 430565 lines

Languages
+-----------------------+------------+------------+------------+------------+------------+
| language              | files      | code       | comment    | blank      | total      |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/company/purchaseTokens.json                                                                    | JSON                  |         47 |          0 |          1 |         48 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/company/registerCompany.json                                                                   | JSON                  |         72 |          0 |          1 |         73 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/company/requestResetCompanyPassword.json                                                       | JSON                  |         42 |          0 |          1 |         43 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/company/resetCompanyPassword.json                                                              | JSON                  |         52 |          0 |          1 |         53 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/company/resetCompanyPasswordValidate.json                                                      | JSON                  |         42 |          0 |          1 |         43 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/company/sendCompanySupportEmail.json                                                           | JSON                  |         62 |          0 |          1 |         63 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/company/updateCompanyPassword.json                                                             | JSON                  |         57 |          0 |          1 |         58 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/addJobPositionForm.json                                                                     | JSON                  |         58 |          0 |          1 |         59 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/addJobPositions.json                                                                        | JSON                  |         47 |          0 |          1 |         48 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/authCheckHr.json                                                                            | JSON                  |         42 |          0 |          1 |         43 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/deleteJobPosition.json                                                                      | JSON                  |         45 |          0 |          1 |         46 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/deleteJobPositionForm.json                                                                  | JSON                  |         51 |          0 |          1 |         52 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/editHrInterviewPrelog.json                                                                  | JSON                  |         46 |          0 |          1 |         47 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/editJobPosition.json                                                                        | JSON                  |         50 |          0 |          1 |         51 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/editJobPositionForm.json                                                                    | JSON                  |         61 |          0 |          1 |         62 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/editJobPositionFormData.json                                                                | JSON                  |         60 |          0 |          1 |         61 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/addHrEmail.json                                                                       | JSON                  |         53 |          0 |          1 |         54 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/deleteHrEmail.json                                                                    | JSON                  |         39 |          0 |          1 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/editHrEmail.json                                                                      | JSON                  |         59 |          0 |          1 |         60 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/editHrEmailContent.json                                                               | JSON                  |         63 |          0 |          1 |         64 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/getHrEmail.json                                                                       | JSON                  |         39 |          0 |          1 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/getHrEmailPlaceholders.json                                                           | JSON                  |         39 |          0 |          1 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/getHrEmailPreview.json                                                                | JSON                  |         45 |          0 |          1 |         46 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/getHrEmailTypes.json                                                                  | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/getHrEmails.json                                                                      | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/email/sendHrEmailPreview.json                                                               | JSON                  |         62 |          0 |          1 |         63 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/deleteImg.json                                                                           | JSON                  |         36 |          0 |          1 |         37 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/deleteMp3.json                                                                           | JSON                  |         36 |          0 |          1 |         37 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/deleteMp4.json                                                                           | JSON                  |         36 |          0 |          1 |         37 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/getImg.json                                                                              | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/getImgSrc.json                                                                           | JSON                  |         32 |          0 |          1 |         33 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/getMp3.json                                                                              | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/getMp3Src.json                                                                           | JSON                  |         32 |          0 |          1 |         33 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/getMp4.json                                                                              | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/getMp4Src.json                                                                           | JSON                  |         32 |          0 |          1 |         33 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/updateImg.json                                                                           | JSON                  |         53 |          0 |          1 |         54 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/updateMp3.json                                                                           | JSON                  |         53 |          0 |          1 |         54 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/updateMp4.json                                                                           | JSON                  |         53 |          0 |          1 |         54 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/uploadImg.json                                                                           | JSON                  |         51 |          0 |          1 |         52 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/uploadMp3.json                                                                           | JSON                  |         51 |          0 |          1 |         52 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/fm/uploadMp4.json                                                                           | JSON                  |         51 |          0 |          1 |         52 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/formTemplates/addFormTemplates.json                                                         | JSON                  |         59 |          0 |          1 |         60 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/formTemplates/getFormTemplates.json                                                         | JSON                  |         39 |          0 |          1 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getFaqHr.json                                                                               | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getHrMailPass.json                                                                          | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getHrSettings.json                                                                          | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getJobPositionForm.json                                                                     | JSON                  |         45 |          0 |          1 |         46 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getJobPositionForms.json                                                                    | JSON                  |         39 |          0 |          1 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getJobPositions.json                                                                        | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getMeInfoHr.json                                                                            | JSON                  |         31 |          0 |          1 |         32 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/getSharedVideoTutorials.json                                                                | JSON                  |         28 |          0 |          0 |         28 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrCanEditEmail.json                                                                         | JSON                  |         40 |          0 |          0 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrCanEditImg.json                                                                           | JSON                  |         36 |          0 |          1 |         37 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrCanEditJobFormular.json                                                                   | JSON                  |         48 |          0 |          0 |         48 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrCanEditJobPosition.json                                                                   | JSON                  |         40 |          0 |          0 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrCanEditMp3.json                                                                           | JSON                  |         36 |          0 |          1 |         37 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrCanEditMp4.json                                                                           | JSON                  |         36 |          0 |          1 |         37 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrCanEditPerson.json                                                                        | JSON                  |         40 |          0 |          0 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/hrGetCalendar.json                                                                          | JSON                  |         28 |          0 |          1 |         29 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/addHrInterview.json                                                               | JSON                  |         50 |          0 |          1 |         51 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/addInterviewPerson.json                                                           | JSON                  |         52 |          0 |          1 |         53 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/candidates/createHrInterviewCandidate.json                                        | JSON                  |         55 |          0 |          1 |         56 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/candidates/getHrInterviewCandidates.json                                          | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/candidates/removeHrInterviewCandidate.json                                        | JSON                  |         46 |          0 |          1 |         47 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/deleteHrInterview.json                                                            | JSON                  |         47 |          0 |          1 |         48 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/deleteInterviewPerson.json                                                        | JSON                  |         47 |          0 |          1 |         48 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/editHrInterview.json                                                              | JSON                  |         50 |          0 |          1 |         51 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/editHrInterviewDate.json                                                          | JSON                  |         56 |          0 |          1 |         57 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/editHrInterviewEmail.json                                                         | JSON                  |         56 |          0 |          1 |         57 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/editHrInterviewPosition.json                                                      | JSON                  |         51 |          0 |          1 |         52 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/editInterviewPerson.json                                                          | JSON                  |         60 |          0 |          1 |         61 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/getHrInterview.json                                                               | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/getHrInterviewSummary.json                                                        | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/getHrInterviews.json                                                              | JSON                  |         28 |          0 |          1 |         29 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/getInterviewPeople.json                                                           | JSON                  |         41 |          0 |          1 |         42 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/getInterviewPeopleForAdding.json                                                  | JSON                  |         40 |          0 |          1 |         41 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/interview/startHrInterview.json                                                             | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/loginHr.json                                                                                | JSON                  |         52 |          0 |          1 |         53 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/loginSocketHr.json                                                                          | JSON                  |         47 |          0 |          1 |         48 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/requestResetHrPassword.json                                                                 | JSON                  |         42 |          0 |          1 |         43 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/resetHrPassword.json                                                                        | JSON                  |         52 |          0 |          1 |         53 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/resetHrPasswordValidate.json                                                                | JSON                  |         42 |          0 |          1 |         43 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/sendHrSupportEmail.json                                                                     | JSON                  |         62 |          0 |          1 |         63 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/setHrInterviewBackgroundColor.json                                                          | JSON                  |         48 |          0 |          0 |         48 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/testHrInterview.json                                                                        | JSON                  |         40 |          0 |          0 |         40 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/updateHrJobPositiomFormMedals.json                                                          | JSON                  |         56 |          0 |          0 |         56 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/hr/updateHrPassword.json                                                                       | JSON                  |         57 |          0 |          1 |         58 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/internal/getInternalInterviewCandidateStatistics.json                                          | JSON                  |         41 |          0 |          1 |         42 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/internal/getInternalInterviewSummary.json                                                      | JSON                  |         41 |          0 |          1 |         42 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/internal/parseInternalEmailPlaceholders.json                                                   | JSON                  |         63 |          0 |          1 |         64 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/exportHrInterviewPdf.json                                                            | JSON                  |         35 |          0 |          1 |         36 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/getEmojis.json                                                                       | JSON                  |         26 |          0 |          1 |         27 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/getHrInterviewImages.json                                                            | JSON                  |         28 |          0 |          1 |         29 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/getInterviewForm.json                                                                | JSON                  |         44 |          0 |          1 |         45 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/setHrInterviewColor.json                                                             | JSON                  |         46 |          0 |          1 |         47 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/setHrInterviewImage.json                                                             | JSON                  |         46 |          0 |          1 |         47 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/submitInterviewResponse.json                                                         | JSON                  |         53 |          0 |          1 |         54 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/updateInterviewMedals.json                                                           | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/updateInterviewNotes.json                                                            | JSON                  |         61 |          0 |          1 |         62 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/interview/validateInterviewUser.json                                                           | JSON                  |         44 |          0 |          1 |         45 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/generateInterviewZip.json                                                               | JSON                  |         38 |          0 |          0 |         38 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/getIndexData.json                                                                       | JSON                  |         26 |          0 |          1 |         27 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/getPublicImg.json                                                                       | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/getPublicMp3.json                                                                       | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/getPublicMp4.json                                                                       | JSON                  |         38 |          0 |          1 |         39 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/getSupportedLanguages.json                                                              | JSON                  |         28 |          0 |          0 |         28 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/registerInterest.json                                                                   | JSON                  |         52 |          0 |          1 |         53 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/public/sendContactEmail.json                                                                   | JSON                  |         52 |          0 |          1 |         53 |
| /Users/meldiron/Desktop/eteam/Server/swagger/routes/shared/getPlansData.json                                                                       | JSON                  |         26 |          0 |          1 |         27 |
| /Users/meldiron/Desktop/eteam/Server/swagger/swagger.json                                                                                          | JSON                  |         23 |          0 |          1 |         24 |
| /Users/meldiron/Desktop/eteam/Server/tsconfig.json                                                                                                 | JSON                  |         15 |          0 |          1 |         16 |
| /Users/meldiron/Desktop/eteam/Server/tslint.json                                                                                                   | JSON                  |          3 |         54 |          0 |         57 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/.prettierrc                                                                                               | JSON                  |          7 |          0 |          1 |          8 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/README.md                                                                                                 | Markdown              |         14 |          0 |         14 |         28 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/angular.json                                                                                              | JSON                  |         91 |         33 |          0 |        124 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/angular_backup.json                                                                                       | JSON                  |         97 |         33 |          0 |        130 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/e2e/protractor.conf.js                                                                                    | JavaScript            |         24 |          2 |          2 |         28 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/e2e/src/app.e2e-spec.ts                                                                                   | TypeScript            |         18 |          1 |          5 |         24 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/e2e/src/app.po.ts                                                                                         | TypeScript            |          9 |          0 |          3 |         12 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/e2e/tsconfig.e2e.json                                                                                     | JSON                  |         13 |          0 |          0 |         13 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/package-lock.json                                                                                         | JSON                  |     10,627 |          0 |          1 |     10,628 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/package.json                                                                                              | JSON                  |         52 |          0 |          1 |         53 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/app-routing.module.ts                                                                             | TypeScript            |         22 |          0 |          4 |         26 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/app.component.html                                                                                | HTML                  |          1 |          0 |          0 |          1 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/app.component.scss                                                                                | SCSS                  |          0 |          0 |          1 |          1 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/app.component.spec.ts                                                                             | TypeScript            |         31 |          0 |          5 |         36 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/app.component.ts                                                                                  | TypeScript            |         16 |          0 |          4 |         20 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/app.module.ts                                                                                     | TypeScript            |         70 |          0 |          6 |         76 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/error/error.component.html                                                                        | HTML                  |         35 |          1 |          3 |         39 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/error/error.component.spec.ts                                                                     | TypeScript            |         20 |          0 |          6 |         26 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/error/error.component.ts                                                                          | TypeScript            |         11 |          0 |          5 |         16 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index/index.component.css                                                                         | CSS                   |         17 |          0 |          5 |         22 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index/index.component.html                                                                        | HTML                  |          8 |          1 |          5 |         14 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index/index.component.spec.ts                                                                     | TypeScript            |         37 |          0 |          6 |         43 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index/index.component.ts                                                                          | TypeScript            |         16 |          0 |          5 |         21 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index3/index3.component.css                                                                       | CSS                   |         15 |          0 |          4 |         19 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index3/index3.component.html                                                                      | HTML                  |        350 |         20 |         25 |        395 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index3/index3.component.spec.ts                                                                   | TypeScript            |         37 |          0 |          6 |         43 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/index3/index3.component.ts                                                                        | TypeScript            |        386 |         15 |         75 |        476 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/input/input.component.css                                                                         | CSS                   |          3 |          0 |          1 |          4 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/input/input.component.html                                                                        | HTML                  |         15 |          0 |          1 |         16 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/input/input.component.spec.ts                                                                     | TypeScript            |         20 |          0 |          6 |         26 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/input/input.component.ts                                                                          | TypeScript            |         61 |          0 |         10 |         71 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/swagger.guard.spec.ts                                                                             | TypeScript            |         12 |          0 |          4 |         16 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/swagger.guard.ts                                                                                  | TypeScript            |         22 |          0 |          4 |         26 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/swagger.service.spec.ts                                                                           | TypeScript            |          9 |          0 |          4 |         13 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/app/swagger.service.ts                                                                                | TypeScript            |         33 |          0 |          6 |         39 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/base/worker/workerMain.js                                                                   | JavaScript            |        149 |         11 |          0 |        160 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/abap/abap.js                                                                | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/apex/apex.js                                                                | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/azcli/azcli.js                                                              | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/bat/bat.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/cameligo/cameligo.js                                                        | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/clojure/clojure.js                                                          | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/coffee/coffee.js                                                            | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/cpp/cpp.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/csharp/csharp.js                                                            | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/csp/csp.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/css/css.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/dockerfile/dockerfile.js                                                    | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/fsharp/fsharp.js                                                            | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/go/go.js                                                                    | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/graphql/graphql.js                                                          | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/handlebars/handlebars.js                                                    | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/html/html.js                                                                | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/ini/ini.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/java/java.js                                                                | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/javascript/javascript.js                                                    | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/kotlin/kotlin.js                                                            | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/less/less.js                                                                | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/lua/lua.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/markdown/markdown.js                                                        | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/mips/mips.js                                                                | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/msdax/msdax.js                                                              | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/mysql/mysql.js                                                              | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/objective-c/objective-c.js                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/pascal/pascal.js                                                            | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/pascaligo/pascaligo.js                                                      | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/perl/perl.js                                                                | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/pgsql/pgsql.js                                                              | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/php/php.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/postiats/postiats.js                                                        | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/powerquery/powerquery.js                                                    | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/powershell/powershell.js                                                    | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/pug/pug.js                                                                  | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/python/python.js                                                            | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/r/r.js                                                                      | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/razor/razor.js                                                              | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/redis/redis.js                                                              | JavaScript            |          1 |          6 |          0 |          7 |
| /Users/meldiron/Desktop/eteam/SwaggerGUI/src/assets/vs/basic-languages/redshift/redshift.js                                                        | JavaScript            |          1 |          6 |          0 |          7 |
